,Name,Domestic Total Gross,Distributor,Genre,MPAA Rating,Release Date,Runtime,Production Budget,Director,Producer,Actor
282,Revanche,"$192,451",Janus Films,Foreign,Unrated,"May 1, 2009",2 hrs. 1 min.,N/A,N/A,N/A,N/A
283,Shrink,"$189,621",Roadside Attractions,Drama,R,"July 24, 2009",1 hrs. 50 min.,N/A,N/A,Dana Brunetti,"Ashley Greene,Kevin Spacey"
284,35 Shots of Rum,"$177,511",Cinema Guild,Foreign,Unrated,"September 16, 2009",1 hrs. 40 min.,N/A,N/A,N/A,N/A
285,Passport to Love,"$173,828",Variance Films,Romance,PG-13,"October 9, 2009",N/A,N/A,N/A,N/A,N/A
286,Youssou N'Dour: I Bring What I Love,"$172,225",Shadow Dist.,Documentary,PG,"June 12, 2009",1 hrs. 42 min.,N/A,N/A,N/A,N/A
287,Crude,"$170,295",First Run,Documentary,Unrated,"September 9, 2009",1 hrs. 44 min.,N/A,N/A,N/A,N/A
288,Still Walking,"$167,047",IFC,Foreign,Unrated,"August 28, 2009",1 hrs. 54 min.,N/A,N/A,N/A,N/A
289,Outlander,"$166,003",Third Rail Releasing,Sci-Fi Adventure,R,"January 23, 2009",1 hrs. 55 min.,$50 million,N/A,Don Carmody,"James Caviezel,Ron Perlman"
290,A Town Called Panic,"$165,509",Zeitgeist,Animation,Unrated,"December 16, 2009",1 hrs. 15 min.,N/A,N/A,N/A,N/A
291,Tulpan,"$158,741",Zeitgeist,Foreign,Unrated,"April 1, 2009",1 hrs. 40 min.,N/A,N/A,N/A,N/A
292,Horse Boy,"$156,612",Zeitgeist,Documentary,Unrated,"September 30, 2009",1 hrs. 33 min.,N/A,N/A,N/A,N/A
293,Brothers at War,"$153,148",Samuel Goldwyn,Documentary,R,"March 13, 2009",1 hrs. 52 min.,N/A,N/A,N/A,N/A
294,The Other Man,"$149,528",Image Entertainment,Drama,Unrated,"September 11, 2009",1 hrs. 30 min.,N/A,N/A,N/A,"Liam Neeson,Antonio Banderas,Laura Linney"
295,Luck,"$149,333",Studio 18,Foreign,Unrated,"July 24, 2009",2 hrs. 25 min.,N/A,N/A,N/A,N/A
296,Flame & Citron,"$148,089",IFC,Foreign,Unrated,"July 31, 2009",2 hrs. 10 min.,N/A,N/A,N/A,Mads Mikkelsen
297,Free Style,"$141,108",Samuel Goldwyn,Drama,PG,"October 9, 2009",1 hrs. 35 min.,N/A,N/A,N/A,N/A
298,Until the Light Takes Us,"$130,441",Variance Films,Documentary,Unrated,"December 4, 2009",1 hrs. 33 min.,N/A,N/A,N/A,N/A
299,Fados,"$129,150",Zeitgeist,Foreign,Unrated,"March 6, 2009",1 hrs. 25 min.,N/A,N/A,N/A,N/A
300,12,"$125,120",Sony Classics,Foreign,PG-13,"March 4, 2009",2 hrs. 39 min.,N/A,N/A,N/A,N/A
301,"War Eagle, Arkansas","$123,670",Hannover House,Drama,PG-13,"June 12, 2009",1 hrs. 33 min.,N/A,N/A,N/A,N/A
302,Street Dreams,"$122,575",Slowhand Cinema,Drama,R,"June 12, 2009",1 hrs. 28 min.,N/A,N/A,N/A,N/A
303,All the Best,"$120,713",Yash Raj,Foreign,Unrated,"October 16, 2009",N/A,N/A,N/A,N/A,N/A
304,Examined Life,"$120,712",Zeitgeist,Documentary,Unrated,"February 25, 2009",1 hrs. 27 min.,N/A,N/A,N/A,N/A
305,Katyn,"$118,095",Koch Lorber Films,Foreign,Unrated,"February 18, 2009",2 hrs. 1 min.,N/A,N/A,N/A,N/A
306,The Song of Sparrows,"$116,372",Regent Releasing,Foreign,PG,"April 3, 2009",1 hrs. 36 min.,N/A,N/A,N/A,N/A
307,Ballerina,"$114,507",First Run,Documentary,Unrated,"January 16, 2009",1 hrs. 20 min.,N/A,N/A,N/A,N/A
308,Gentlemen Broncos,"$113,682",Fox Searchlight,Comedy,PG-13,"October 30, 2009",1 hrs. 29 min.,$10 million,N/A,N/A,Jemaine Clement
309,Monster Beach Party,"$112,791",Indican,Horror Comedy,PG-13,"April 10, 2009",1 hrs. 32 min.,N/A,N/A,N/A,N/A
310,Killing Kasztner,"$112,313",Sky Island Films,Documentary,Unrated,"October 23, 2009",2 hrs. 0 min.,N/A,N/A,N/A,N/A
311,Medicine for Melancholy,"$111,551",IFC,Drama,Unrated,"January 30, 2009",1 hrs. 28 min.,N/A,N/A,N/A,N/A
312,Life Partner,"$110,240",Studio 18,Foreign,Unrated,"August 14, 2009",2 hrs. 18 min.,N/A,N/A,N/A,N/A
313,Evangelion 1.0 You Are (Not) Alone,"$107,797",Eleven Arts,Animation,PG-13,"July 3, 2009",1 hrs. 38 min.,N/A,N/A,N/A,N/A
314,The Way We Get By,,International Film Circuit,Documentary,Unrated,"July 17, 2009",1 hrs. 24 min.,N/A,N/A,N/A,N/A
315,Bronson,"$104,979",Magnolia,Action Drama,R,"October 9, 2009",1 hrs. 32 min.,N/A,Nicolas Winding Refn,N/A,Tom Hardy
316,Alien Trespass,"$104,526",Roadside Attractions,Sci-Fi Comedy,PG,"April 3, 2009",1 hrs. 28 min.,N/A,N/A,N/A,N/A
317,Cherry Blossoms,"$104,433",Strand,Foreign,Unrated,"January 16, 2009",2 hrs. 7 min.,N/A,N/A,N/A,N/A
318,Carriers,"$104,352",Paramount Vantage,Horror,PG-13,"September 4, 2009",1 hrs. 24 min.,N/A,N/A,N/A,"Chris Pine,Piper Perabo"
319,Rolling,"$103,318",Indican,Drama,Unrated,"April 3, 2009",1 hrs. 30 min.,N/A,N/A,N/A,N/A
320,Gigantic,"$102,704",First Independent Pictures,Comedy,R,"April 3, 2009",1 hrs. 39 min.,N/A,N/A,John Wells,"Paul Dano,Zooey Deschanel,John Goodman,Zach Galifianakis"
321,Ong Bak 2: The Beginning,"$102,458",Magnolia,Action,R,"October 23, 2009",1 hrs. 21 min.,N/A,N/A,N/A,Tony Jaa
322,Afghan Star,"$102,115",Zeitgeist,Documentary,Unrated,"June 26, 2009",1 hrs. 27 min.,N/A,N/A,N/A,N/A
323,The House of the Devil,"$101,215",Magnolia,Horror,R,"October 30, 2009",1 hrs. 35 min.,N/A,Ti West,N/A,Greta Gerwig
324,"Short Kut, The Con Is On","$100,304",Studio 18,Foreign,Unrated,"July 10, 2009",2 hrs. 22 min.,N/A,N/A,N/A,N/A
325,The Headless Woman,"$100,177",Strand,Foreign,Unrated,"August 19, 2009",1 hrs. 27 min.,N/A,N/A,Pedro Almodovar,N/A
326,No Impact Man,"$100,028",Oscilloscope Pictures,Documentary,Unrated,"September 11, 2009",1 hrs. 33 min.,N/A,N/A,N/A,N/A
327,Under Our Skin,"$98,548",Shadow Dist.,Documentary,Unrated,"June 19, 2009",1 hrs. 44 min.,N/A,N/A,N/A,N/A
328,Made in U.S.A. (re-issue),"$95,209",Rialto,Foreign,R,"January 9, 2009",1 hrs. 30 min.,N/A,N/A,N/A,N/A
329,Motherhood,"$93,388",Freestyle Releasing,Comedy / Drama,PG-13,"October 23, 2009",1 hrs. 30 min.,N/A,N/A,John Wells,Uma Thurman
330,Cloud 9,"$91,675",Music Box Films,Foreign,Unrated,"August 14, 2009",1 hrs. 38 min.,N/A,N/A,N/A,N/A
331,Throw Down Your Heart,"$89,521",Argot Pictures,Documentary,Unrated,"March 13, 2009",1 hrs. 37 min.,N/A,N/A,N/A,N/A
332,Mystery Team,"$89,442",Roadside Attractions,Comedy,R,"August 28, 2009",1 hrs. 45 min.,N/A,N/A,N/A,Aubrey Plaza
333,Z (40th anniv. re-issue),"$83,305",Rialto,Foreign,R,"March 13, 2009",2 hrs. 7 min.,N/A,N/A,N/A,N/A
334,The Mysteries of Pittsburgh,"$80,238",Peace Arch Entertainment,Comedy / Drama,R,"April 10, 2009",1 hrs. 35 min.,N/A,Rawson Marshall Thurber,Bruna Papandrea,Peter Sarsgaard
335,Sleep Dealer,"$80,136",Maya Entertainment,Foreign,PG-13,"April 17, 2009",1 hrs. 30 min.,N/A,N/A,N/A,N/A
336,The Sun,"$77,303",Lorber Films,Drama / Thriller,Unrated,"November 18, 2009",N/A,N/A,N/A,N/A,N/A
337,Crips and Bloods: Made in America,"$70,219",Argot Pictures,Documentary,Unrated,"January 23, 2009",1 hrs. 33 min.,N/A,N/A,N/A,N/A
338,Disgrace,"$69,705",Paladin,Drama,Unrated,"September 18, 2009",1 hrs. 54 min.,N/A,N/A,N/A,John Malkovich
339,White on Rice,"$69,171",Variance Films,Comedy,PG-13,"September 11, 2009",1 hrs. 26 min.,N/A,N/A,N/A,N/A
340,Julia (2009),"$65,108",Magnolia,Drama / Thriller,R,"May 8, 2009",2 hrs. 18 min.,N/A,N/A,N/A,Tilda Swinton
341,Serbis,"$64,536",Regent Releasing,Foreign,R,"January 30, 2009",1 hrs. 30 min.,N/A,N/A,N/A,N/A
342,Skills Like This,"$63,163",Shadow Dist.,Comedy,Unrated,"March 20, 2009",1 hrs. 28 min.,N/A,N/A,N/A,N/A
343,The Providence Effect,"$62,500",Slowhand Cinema,Comedy / Drama,PG,"September 25, 2009",1 hrs. 38 min.,N/A,N/A,N/A,N/A
344,Jerichow,"$60,379",Cinema Guild,Foreign,Unrated,"May 15, 2009",1 hrs. 33 min.,N/A,N/A,N/A,N/A
345,Treeless Mountain,"$60,336",Oscilloscope Pictures,Foreign,Unrated,"April 22, 2009",1 hrs. 29 min.,N/A,N/A,N/A,N/A
346,Silent Light,"$60,200",Palisades Tartan,Foreign,Unrated,"January 7, 2009",2 hrs. 16 min.,N/A,N/A,N/A,N/A
347,Four Seasons Lodge,"$58,334",First Run,Documentary,Unrated,"November 11, 2009",1 hrs. 37 min.,N/A,N/A,N/A,N/A
348,The End of Poverty?,"$57,805",Cinema Libre Studio,Documentary,Unrated,"November 13, 2009",1 hrs. 46 min.,N/A,N/A,N/A,N/A
349,"Patrik, Age 1.5","$57,468",Regent Releasing,Foreign,PG-13,"August 14, 2009",1 hrs. 43 min.,N/A,N/A,N/A,N/A
350,The Boys: The Sherman Brothers' Story,"$55,513",Buena Vista,Documentary,PG,"May 22, 2009",1 hrs. 41 min.,N/A,N/A,Ben Stiller,N/A
351,In a Dream,"$54,640",International Film Circuit,Documentary,Unrated,"April 10, 2009",1 hrs. 20 min.,N/A,N/A,N/A,N/A
352,La Boheme,"$54,464",Emerging Pictures,Musical,Unrated,"September 23, 2009",1 hrs. 55 min.,N/A,N/A,N/A,N/A
353,Broken Hill,"$54,058",Audience Alliance,Music Drama,PG,"September 11, 2009",N/A,N/A,N/A,N/A,"Alexa Vega,Rhys Wakefield"
354,Bart Got a Room,"$53,760",Anchor Bay Films,Comedy,PG-13,"April 3, 2009",1 hrs. 20 min.,N/A,N/A,N/A,William H. Macy
355,Not Forgotten,"$53,744",Anchor Bay Films,Thriller,R,"May 1, 2009",1 hrs. 40 min.,N/A,N/A,N/A,Chloe Moretz
356,"Police, Adjective","$53,206",IFC,Foreign,Unrated,"December 23, 2009",1 hrs. 55 min.,N/A,N/A,N/A,N/A
357,Visual Acoustics,"$52,467",Arthouse Films,Documentary,Unrated,"October 9, 2009",1 hrs. 23 min.,N/A,N/A,N/A,N/A
358,OPA!,"$52,453",Cinedigm Entertainment,Comedy,PG-13,"October 16, 2009",1 hrs. 40 min.,N/A,N/A,N/A,N/A
359,Trucker,"$52,429","Monterey Media, Inc.",Drama,R,"October 9, 2009",1 hrs. 30 min.,N/A,N/A,Michelle Monaghan,"Michelle Monaghan,Benjamin Bratt"
360,Burma VJ,"$51,672",Oscilloscope Pictures,Documentary,Unrated,"May 20, 2009",1 hrs. 24 min.,N/A,N/A,N/A,N/A
361,American Casino,"$50,437",Argot Pictures,Documentary,Unrated,"August 14, 2009",N/A,N/A,N/A,N/A,N/A
362,Royal Kill,"$50,090",21st Century Film Production,Action,PG-13,"April 10, 2009",1 hrs. 30 min.,"$350,000",N/A,N/A,N/A
363,Le combat dans l'île (1962),,The Film Desk,Foreign,Unrated,"June 12, 2009",1 hrs. 44 min.,N/A,N/A,N/A,N/A
364,Brighton Rock (re-issue),"$49,466",Rialto,Crime Thriller,Unrated,"June 19, 2009",1 hrs. 32 min.,N/A,N/A,N/A,N/A
365,Love N Dancing,"$47,812",Screen Media,Drama,PG-13,"May 8, 2009",1 hrs. 35 min.,N/A,N/A,N/A,N/A
366,Owl and the Sparrow,"$47,071",Wave Releasing,Foreign,PG,"January 16, 2009",1 hrs. 37 min.,N/A,N/A,N/A,N/A
367,Collapse,"$46,964",Vitagraph,Documentary,Unrated,"November 6, 2009",1 hrs. 22 min.,N/A,N/A,N/A,N/A
368,Dead Snow,"$46,742",IFC,Foreign,Unrated,"June 19, 2009",1 hrs. 30 min.,N/A,Tommy Wirkola,N/A,N/A
369,Casi Divas,"$46,612",Maya Entertainment,Foreign,PG-13,"August 21, 2009",1 hrs. 47 min.,N/A,N/A,N/A,N/A
370,Beeswax,"$46,590",Cinema Guild,Comedy / Drama,Unrated,"August 7, 2009",1 hrs. 40 min.,N/A,N/A,N/A,N/A
371,William Kunstler: Disturbing the Universe,"$46,078",Arthouse Films,Documentary,Unrated,"November 13, 2009",1 hrs. 25 min.,N/A,N/A,N/A,N/A
372,Just Another Love Story,"$45,835",Koch Lorber Films,Foreign,Unrated,"January 9, 2009",1 hrs. 40 min.,N/A,Ole Bornedal,N/A,N/A
373,Pressure Cooker,"$44,803",BEV Pictures,Documentary,Unrated,"May 27, 2009",1 hrs. 39 min.,N/A,N/A,Jeff Skoll,N/A
374,The Golden Boys,"$43,600",Roadside Attractions,Comedy,PG,"April 17, 2009",1 hrs. 37 min.,N/A,N/A,N/A,N/A
375,We Live in Public,"$41,711",Abramorama,Documentary,Unrated,"August 28, 2009",1 hrs. 30 min.,N/A,N/A,N/A,N/A
376,The Slammin' Salmon,"$41,587",Anchor Bay Films,Comedy,R,"December 11, 2009",1 hrs. 30 min.,N/A,N/A,N/A,"Jay Chandrasekhar,Michael Clarke Duncan,Will Forte"
377,Three Monkeys,"$41,343",Zeitgeist,Foreign,Unrated,"March 27, 2009",1 hrs. 49 min.,N/A,N/A,N/A,N/A
378,Big Man Japan,"$40,796",Magnolia,Foreign,PG-13,"May 15, 2009",1 hrs. 53 min.,N/A,N/A,N/A,N/A
379,Bliss (2009),"$40,349",First Run,Foreign,Unrated,"August 7, 2009",1 hrs. 45 min.,N/A,N/A,N/A,N/A
380,Absurdistan,"$39,683",First Run,Foreign,Unrated,"February 6, 2009",1 hrs. 28 min.,N/A,N/A,N/A,N/A
381,Small Change (re-issue),,The Film Desk,Foreign,PG,"November 24, 2009",1 hrs. 44 min.,N/A,N/A,N/A,N/A
382,Oh My God?,"$38,244",Mitropoulos Films,Documentary,Unrated,"November 13, 2009",1 hrs. 33 min.,N/A,N/A,N/A,N/A
383,The Bicycle Thief (2009 re-issue),"$36,818Domestic Lifetime Gross $371,111",Corinth Films,Foreign,Unrated,"October 31, 2009",1 hrs. 33 min.,N/A,N/A,N/A,N/A
384,Uncertainty,"$36,689",IFC,Drama,Unrated,"November 13, 2009",1 hrs. 41 min.,N/A,N/A,N/A,Joseph Gordon-Levitt
385,Yaavarum Nalam,"$36,594Domestic Lifetime Gross $49,043",AdLabs,Foreign,Unrated,"March 6, 2009",2 hrs. 26 min.,N/A,N/A,N/A,N/A
386,Our City Dreams,"$34,972",First Run,Documentary,Unrated,"February 6, 2009",1 hrs. 25 min.,N/A,N/A,N/A,N/A
387,Brief Interviews with Hideous Men,"$33,745",IFC,Comedy / Drama,Unrated,"September 25, 2009",1 hrs. 12 min.,N/A,John Krasinski,N/A,"John Krasinski,Dominic Cooper,Chris Messina"
388,Mississippi Mermaid (re-issue),,The Film Desk,Foreign,PG,"July 10, 2009",N/A,N/A,N/A,N/A,N/A
389,Beyond a Reasonable Doubt,"$32,917",Anchor Bay Films,Thriller,PG-13,"September 11, 2009",1 hrs. 45 min.,N/A,Peter Hyams,Steven Saxton,"Michael Douglas,Joel David Moore"
390,Of Time and the City,"$32,677",Strand,Documentary,Unrated,"January 21, 2009",1 hrs. 12 min.,N/A,N/A,N/A,N/A
391,Fuel,"$32,465",Unknown,Documentary,Unrated,"September 18, 2009",1 hrs. 52 min.,N/A,N/A,N/A,N/A
392,The Wedding Song,"$31,160",Strand,Foreign,Unrated,"October 9, 2009",1 hrs. 40 min.,N/A,N/A,N/A,N/A
393,Super Capers,"$30,955",Roadside Attractions,Comedy,PG,"March 20, 2009",1 hrs. 30 min.,N/A,N/A,N/A,N/A
394,24 City,"$30,800",Cinema Guild,Foreign,Unrated,"June 5, 2009",1 hrs. 52 min.,N/A,N/A,N/A,N/A
395,American Swing,"$30,156",Magnolia,Documentary,Unrated,"March 27, 2009",1 hrs. 21 min.,N/A,N/A,N/A,N/A
396,Teza,"$30,070",Mypheduh Films,Foreign,Unrated,"September 18, 2009",2 hrs. 20 min.,N/A,N/A,N/A,N/A
397,The Windmill Movie,"$30,050",The Film Desk,Documentary,Unrated,"June 17, 2009",1 hrs. 22 min.,N/A,N/A,N/A,N/A
398,Mancora,"$29,697",Maya Entertainment,Foreign,R,"March 20, 2009",1 hrs. 40 min.,N/A,N/A,N/A,N/A
399,Call of the Wild 3D,"$28,682",Vivendi Entertainment,Family Adventure,PG,"June 12, 2009",1 hrs. 27 min.,N/A,N/A,N/A,Aimee Teegarden
