,Name,Domestic Total Gross,Distributor,MPAA Rating,Runtime,Production Budget,Release Month,Release Year,Actor Trendy Score,Director Trendy Score,Producer Trendy Score,Genre Trendy Score
538,Simply Irresistible,4.398989,Fox,PG-13,94,6.0,February,1999,101.363301,0.0,50.0782032,0.0
539,Detroit Rock City,4.217115,New Line,R,95,34.0,August,1999,0.0,0.0,38.0271856,0.0
540,Gloria,4.197729,Sony / Columbia,R,108,30.0,January,1999,37.673132,0.0,0.0,0.0
541,Idle Hands,4.15223,Sony / Columbia,R,92,25.0,April,1999,53.883989,0.0,0.0,0.0
542,Playing by Heart,3.970078,Miramax,R,121,20.0,January,1999,118.13565700000001,0.0,0.0,0.0
543,The Limey,3.204663,Artisan,R,89,10.0,October,1999,0.0,0.0,0.0,0.0
544,Cradle Will Rock,2.903404,Buena Vista,R,109,36.0,December,1999,272.83572350000003,0.0,40.584421,0.0
545,eXistenZ,2.856712,Miramax,R,90,15.0,April,1999,78.9204264,0.0,0.0,0.0
546,Limbo,2.16071,Sony / Columbia,R,126,10.0,June,1999,0.0,0.0,0.0,0.0
547,Ravenous,2.062405,Fox,R,100,12.0,March,1999,0.0,0.0,0.0,0.0
548,Goodbye Lover,1.9402990000000002,Warner Bros.,R,101,20.0,April,1999,0.0,0.0,50.0782032,0.0
549,Hideous Kinky,1.263279,Stratosphere,R,98,12.0,April,1999,302.748172,0.0,0.0,0.0
550,Ride with the Devil,0.635096,USA Films,R,138,38.0,November,1999,77.206105,0.0,0.0,70.18905442857144
551,Grey Owl,0.632617,Miramax,PG-13,117,30.0,October,1999,101.53196566666668,0.0,0.0,0.0
552,Just the Ticket,0.430404,MGM,R,112,12.0,February,1999,0.0,0.0,0.0,0.0
553,Onegin,0.20612800000000003,Samuel Goldwyn,PG,106,14.0,December,1999,166.80693475,0.0,0.0,0.0
554,Breakfast of Champions,0.178278,Buena Vista,R,110,12.0,September,1999,170.170268,0.0,0.0,0.0
555,Best Laid Plans,0.027816000000000004,Fox Searchlight,R,92,7.0,September,1999,53.300246,0.0,0.0,0.0
556,Molly,0.01765,MGM,PG-13,102,21.0,October,1999,0.0,0.0,0.0,0.0
557,How the Grinch Stole Christmas,260.044825,Universal,PG,104,123.0,November,2000,99.70172283333333,40.6578685,100.05815759999999,0.0
558,Cast Away,233.632142,Fox,PG-13,143,90.0,December,2000,404.04185870000003,163.01249266666665,0.0,0.0
559,Mission: Impossible II,215.40988900000002,Paramount,PG-13,123,125.0,May,2000,204.95333033333333,112.276146,181.759279,0.0
560,Gladiator,187.70542700000001,DreamWorks,R,155,103.0,May,2000,55.53600566666667,7.1913990000000005,84.47400649999999,0.0
561,What Women Want,182.811707,Paramount,PG-13,127,70.0,December,2000,297.89631,0.0,0.0,0.0
562,The Perfect Storm,182.618434,Warner Bros.,PG-13,129,140.0,June,2000,154.78921816666664,137.635616,0.0,0.0
563,Meet the Parents,166.244045,Universal,PG-13,108,55.0,October,2000,156.48015675,89.60523266666667,0.0,0.0
564,X-Men,157.299717,Fox,PG-13,104,75.0,July,2000,268.4266971666667,23.341568,121.95234375,0.0
565,Scary Movie,157.019771,Miramax,R,88,19.0,July,2000,0.0,0.0,59.77003966666666,0.0
566,What Lies Beneath,155.464351,DreamWorks,PG-13,130,100.0,July,2000,103.66098406666666,163.01249266666665,0.0,0.0
567,Dinosaur,137.748063,Buena Vista,PG,82,127.5,May,2000,0.0,0.0,0.0,0.0
568,"Crouching Tiger, Hidden Dragon",128.078872,Sony Classics,PG-13,120,17.0,December,2000,0.0,0.635096,0.0,0.0
569,Erin Brockovich,125.595205,Universal,R,130,52.0,March,2000,137.3137284,3.204663,94.4507545,0.0
570,Charlie's Angels,125.305545,Sony / Columbia,PG-13,98,93.0,November,2000,263.98889203333334,0.0,0.0,0.0
571,The Nutty Professor II: The Klumps,123.30989,Universal,PG-13,106,84.0,July,2000,62.7538908,51.132598,194.42719110000002,0.0
572,Big Momma's House,117.55943799999999,Fox,PG-13,98,30.0,June,2000,175.31143508333332,43.178635500000006,39.7536792,0.0
573,Remember the Titans,115.654751,Buena Vista,PG,113,30.0,September,2000,52.733061666666664,0.0,122.8244252,0.0
574,The Patriot,113.33034199999999,Sony / Columbia,R,164,110.0,June,2000,215.3605895,221.241781,292.9716724285714,52.5485555
575,Chicken Run,106.83456399999999,DreamWorks,G,84,45.0,June,2000,95.860223,0.0,101.413188,0.0
576,Miss Congeniality,106.807667,Warner Bros.,PG-13,109,45.0,December,2000,118.1647318,0.0,0.0,0.0
577,Gone in 60 Seconds,101.64857099999999,Buena Vista,PG-13,117,90.0,June,2000,271.09692457142853,0.0,122.8244252,0.0
578,Unbreakable,95.011339,Buena Vista,PG-13,106,75.0,November,2000,136.52164728571427,146.89423349999998,587.6845764999999,0.0
579,"Me, Myself and Irene",90.570999,Fox,R,116,51.0,June,2000,268.8803393333333,151.8300125,303.660025,0.0
580,Space Cowboys,90.464773,Warner Bros.,PG-13,130,65.0,August,2000,189.35217210000002,37.75721333333333,64.14181466666666,0.0
581,The Emperor's New Groove,89.302687,Buena Vista,G,78,100.0,December,2000,0.0,0.0,186.285925,0.0
582,Scream 3,89.143175,Dimension Films,R,117,40.0,February,2000,325.01144324999996,73.089786,47.90315116666667,0.0
583,U-571,77.122415,Universal,PG-13,117,62.0,April,2000,55.86055566666666,0.0,0.0,52.5485555
584,Rugrats in Paris: The Movie,76.507756,Paramount,G,78,30.0,November,2000,0.0,0.0,0.0,0.0
585,The Family Man,75.793305,Universal,PG-13,126,60.0,December,2000,169.24303457142855,141.18686399999999,0.0,0.0
586,Hollow Man,73.20934,Sony / Columbia,R,113,95.0,August,2000,33.897067,64.29745166666667,84.47400649999999,0.0
587,Chocolat,71.50936300000001,Miramax,PG-13,105,25.0,December,2000,290.96815219999996,57.545092000000004,0.0,0.0
588,Shaft,70.33425799999999,Paramount,R,127,46.0,June,2000,245.13689328571428,0.0,51.2126136,0.0
589,Disney's The Kid,69.691949,Buena Vista,PG,104,65.0,July,2000,93.60522999999998,61.33949533333333,75.50585600000001,0.0
590,Vertical Limit,69.243859,Sony / Columbia,PG-13,124,75.0,December,2000,81.00927275000001,94.095523,0.0,0.0
591,Road Trip,68.540777,DreamWorks,R,94,16.0,May,2000,0.589304,0.0,85.0002015,0.0
592,Bring It On,68.37899999999999,Universal,PG-13,98,11.0,August,2000,66.59872025000001,0.0,81.43333325000002,0.0
593,102 Dalmatians,66.957026,Buena Vista,G,104,85.0,November,2000,63.38075466666667,0.0,0.0,0.0
594,Rules of Engagement,61.33523,Paramount,R,127,60.0,April,2000,192.69798988571432,0.0,51.2126136,0.0
595,The Cell,61.334058999999996,New Line,R,107,33.0,August,2000,183.8923775,0.0,0.0,0.0
596,Mission to Mars,60.883407,Buena Vista,PG,113,100.0,March,2000,63.2171388,91.17386233333332,293.506292,0.0
597,Coyote Ugly,60.786269,Buena Vista,PG-13,101,45.0,August,2000,212.057329,0.0,122.8244252,0.0
598,Fantasia 2000 (35mm & IMAX),60.65541999999999,Buena Vista,G,75,80.0,January,2000,0.0,0.0,0.0,0.0
599,Snow Day,60.020106999999996,Paramount,PG,89,13.0,February,2000,0.0,0.0,0.0,0.0
600,Next Friday,57.328603,New Line,R,98,11.0,January,2000,60.652035999999995,0.0,0.0,0.0
601,The Whole Nine Yards,57.262492,Warner Bros.,R,98,41.3,February,2000,371.291571,0.0,9.6484565,0.0
602,Shanghai Noon,56.937502,Buena Vista,PG-13,110,55.0,May,2000,151.61195283333333,0.0,222.42576066666663,64.32275014285715
603,Romeo Must Die,55.973335999999996,Warner Bros.,R,115,25.0,March,2000,130.444603,0.0,198.79600499999998,0.0
604,Final Destination,53.331146999999994,New Line,R,98,23.0,March,2000,37.195196,0.0,0.0,0.0
605,The Road to El Dorado,50.863741999999995,DreamWorks,PG,99,95.0,March,2000,0.0,0.0,101.413188,0.0
606,Men of Honor,48.818921,Fox,R,129,32.0,November,2000,226.7404712590909,87.40171,36.35005025,0.0
607,"Dude, Where's My Car?",46.7298,Fox,PG-13,83,13.0,December,2000,0.0,0.0,13.104510000000001,0.0
608,The Tigger Movie,45.554533,Buena Vista,G,77,30.0,February,2000,0.0,0.0,0.0,0.0
609,Frequency,45.010278,New Line,PG-13,119,31.0,April,2000,44.65960299999999,0.0,0.0,0.0
610,The Replacements,44.737059,Warner Bros.,PG-13,118,50.0,August,2000,229.92268833333333,0.0,239.375638,0.0
611,Pokemon: The Movie 2000,43.758684,Warner Bros.,G,102,30.0,July,2000,0.0,0.0,0.0,0.0
612,The Beach,39.785027,Fox,R,119,50.0,February,2000,309.7123625,0.0,0.0,0.0
613,The Exorcist Director's Cut,39.671011,Warner Bros.,R,132,11.0,September,2000,0.0,0.0,0.0,0.0
614,Little Nicky,39.464775,New Line,PG-13,84,85.0,November,2000,210.0156778,0.0,373.2905034880953,0.0
615,Pitch Black,39.240659,USA Films,R,109,23.0,February,2000,216.540909,0.0,114.48446033333333,0.0
616,The Original Kings of Comedy,38.182790000000004,Paramount,R,115,13.0,August,2000,0.0,19.28813,0.0,0.0
617,Bedazzled (2000),37.88698,Fox,PG-13,93,48.0,October,2000,60.7171794,106.885658,0.0,0.0
618,Autumn in New York,37.761915,MGM,PG-13,104,65.0,August,2000,136.85820225,0.0,134.98530075000002,0.0
619,28 Days,37.170488,Sony / Columbia,PG-13,103,43.0,April,2000,80.9947113,41.230799,0.0,0.0
620,Keeping the Faith,37.04788,Buena Vista,PG-13,129,29.0,April,2000,125.21950700000001,0.0,222.42576066666663,0.0
621,Bounce,36.805288,Miramax,PG-13,106,35.0,November,2000,151.85371070000002,0.0,12.683073499999999,0.0
622,Hanging Up,36.05023,Sony / Columbia,PG-13,95,60.0,February,2000,171.69516475,0.0,176.03753899999998,0.0
623,The Flintstones in Viva Rock Vegas,35.268275,Universal,PG,91,83.0,April,2000,0.0,0.0,0.0,0.0
624,The Skulls,35.04612,Universal,PG-13,107,35.0,March,2000,58.130579,0.0,46.849023599999995,0.0
625,The 6th Day,34.604279999999996,Sony / Columbia,PG-13,124,82.0,November,2000,186.5895081666667,0.0,0.0,0.0
626,Thirteen Days,34.592089,New Line,PG-13,147,80.0,December,2000,43.798622,67.12776,188.1586793214286,0.0
627,My Dog Skip,34.134640999999995,Warner Bros.,PG,95,6.0,January,2000,79.49191366666666,0.0,41.71347,0.0
628,Where the Heart Is,33.772838,Fox,PG-13,120,15.0,April,2000,313.5140635,0.0,127.120029,0.0
629,Pay It Forward,33.519628000000004,Warner Bros.,PG-13,123,40.0,October,2000,269.71114680000005,41.26314,0.0,0.0
630,Dracula 2000,33.022767,Miramax,R,99,54.0,December,2000,64.05621500000001,0.0,0.0,0.0
631,Return to Me,32.722798,MGM,PG,116,24.0,April,2000,105.6829495,0.0,0.0,0.0
632,Proof of Life,32.598931,Warner Bros.,R,135,65.0,December,2000,55.87457041666667,0.0,0.0,0.0
633,Almost Famous,32.53485,DreamWorks,R,122,60.0,September,2000,165.9836034,153.95259199999998,135.85017050000002,0.0
634,The Legend of Bagger Vance,30.919168,DreamWorks,PG-13,127,80.0,November,2000,318.7181892666667,0.0,0.0,0.0
635,The Art of War,30.208599,Warner Bros.,R,117,60.0,August,2000,28.735315000000003,0.0,9.6484565,0.0
636,Bless the Child,29.381494,Paramount,R,107,65.0,August,2000,42.391454333333336,0.0,0.0,0.0
637,The Watcher,28.946615,Universal,R,97,30.0,September,2000,105.51817083333333,0.0,0.0,0.0
638,Love & Basketball,27.459615000000003,New Line,PG-13,127,20.0,April,2000,64.54751300000001,0.0,78.17567799999999,0.0
639,High Fidelity,27.287137,Buena Vista,R,114,30.0,March,2000,149.22530046666668,0.0,47.209398500000006,0.0
640,Book of Shadows: Blair Witch 2,26.437094000000002,Artisan,R,90,15.0,October,2000,0.0,0.0,0.0,0.0
641,The Adventures of Rocky & Bullwinkle,26.00582,Universal,PG,92,76.0,June,2000,316.25163525,0.0,0.0,0.0
642,Nurse Betty,25.170054,USA Films,R,110,35.0,September,2000,343.73180134999996,0.0,12.683073499999999,0.0
643,Reindeer Games,23.368995,Miramax,R,104,42.0,February,2000,118.07446420000002,0.0,51.29441,0.0
644,Titan A.E.,22.753426,Fox,PG,94,75.0,June,2000,0.0,0.0,0.0,0.0
645,Boys and Girls,21.799652,Dimension Films,PG-13,102,35.0,June,2000,91.44625990909091,0.0,0.0,0.0
646,Battlefield Earth,21.471685,Warner Bros.,PG-13,117,73.0,May,2000,67.82830728571429,0.0,9.6484565,0.0
647,Urban Legends: Final Cut,21.468807,Sony / Columbia,R,98,14.0,September,2000,0.0,0.0,46.849023599999995,0.0
648,Down to You,20.069008,Miramax,PG-13,89,35.0,January,2000,135.61011590909092,0.0,57.545092000000004,0.0
649,Wonder Boys,19.393557,Paramount,R,111,55.0,February,2000,228.72886007575758,0.0,51.2126136,0.0
650,Best in Show,18.715392,Warner Bros.,PG-13,90,10.0,September,2000,115.821495,0.0,0.0,0.0
651,The Ninth Gate,18.661336,Artisan,R,133,38.0,March,2000,46.04309419999999,3.103716,0.0,0.0
652,The Contender,17.872723,DreamWorks,R,127,20.0,October,2000,152.52129666666667,0.0,0.0,0.0
653,Red Planet,17.48089,Warner Bros.,PG-13,106,80.0,November,2000,249.50000566666665,0.0,34.562556,0.0
654,Small Time Crooks,17.266359,DreamWorks,PG,95,25.0,May,2000,102.042339,6.711286,0.0,0.0
655,Center Stage,17.200925,Sony / Columbia,PG-13,115,29.0,May,2000,0.0,0.0,60.216044,0.0
656,Boiler Room,16.970581,New Line,R,120,7.0,February,2000,423.48628553333333,0.0,0.0,0.0
657,Lost Souls,16.815253,New Line,R,97,50.0,October,2000,33.26430775,0.0,45.33894807142857,0.0
658,Eye of the Beholder,16.500785999999998,Destination,R,109,35.0,January,2000,519.7230105,0.0,0.0,0.0
659,Loser,15.618626,Sony / Columbia,PG-13,95,20.0,July,2000,86.93339925,0.0,0.0,0.0
660,All the Pretty Horses,15.540353,Miramax,PG-13,117,57.0,December,2000,162.39152366666667,0.0,0.0,64.32275014285715
661,Drowning Mona,15.506764000000002,Destination,PG-13,95,37.0,March,2000,179.7333065,0.0,94.4507545,0.0
662,Bait,15.325126999999998,Warner Bros.,R,119,51.0,September,2000,75.53083199999999,0.0,0.0,0.0
663,Dungeons & Dragons,15.220685000000001,New Line,PG-13,107,45.0,December,2000,0.0,0.0,87.87056383333334,0.0
664,American Psycho,15.070285,Lions Gate,R,104,7.0,April,2000,143.61928699999999,0.0,0.0,0.0
665,The Next Best Thing,14.990582,Paramount,PG-13,108,25.0,March,2000,50.047179,0.0,134.98530075000002,0.0
666,Get Carter,14.967182000000001,Warner Bros.,R,102,63.6,October,2000,89.8731055,0.0,44.2110125,0.0
667,Supernova,14.230455,MGM,PG-13,91,90.0,January,2000,20.163875333333333,12.981843,0.0,0.0
668,The Ladies Man,13.616610000000001,Paramount,R,84,24.0,October,2000,30.636478000000004,0.0,111.13868866666667,0.0
669,The Little Vampire,13.5724,New Line,PG,105,35.0,October,2000,0.0,0.0,0.0,0.0
670,Dr. T and the Women,13.113041,Artisan,R,121,23.0,October,2000,359.51749400000006,10.920544,0.0,0.0
671,The Crew,13.023075,Buena Vista,PG-13,88,38.0,August,2000,171.47993,0.0,113.804681,0.0
672,Highlander: Endgame,12.811858,Miramax,R,88,25.0,September,2000,0.0,0.0,0.0,0.0
673,Ready to Rumble,12.394327,Warner Bros.,PG-13,106,24.0,April,2000,0.0,52.89416899999999,112.07889666666667,0.0
674,Saving Grace,12.178602,Fine Line,R,93,10.0,August,2000,0.0,0.0,0.0,0.0
675,The Legend of Drunken Master,11.55543,Miramax,R,102,10.0,October,2000,60.646209333333324,0.0,0.0,0.0
676,Here on Earth,10.522167999999999,Fox,PG-13,96,15.0,March,2000,172.912707,0.0,0.0,0.0
677,Lucky Numbers,10.042516,Paramount,R,105,63.0,October,2000,168.7282752857143,121.25118950000001,142.20609633333333,0.0
678,Godzilla 2000,10.03739,Sony / Columbia,PG,99,13.0,August,2000,0.0,0.0,0.0,0.0
679,Whatever It Takes,8.74568,Sony / Columbia,PG-13,94,32.0,March,2000,0.0,0.0,0.0,0.0
680,Screwed,7.0273449999999995,Universal,PG-13,82,10.0,May,2000,29.434025499999997,0.0,139.8625495,0.0
681,I Dreamed of Africa,6.651522,Sony / Columbia,PG-13,115,50.0,May,2000,0.0,0.0,0.0,0.0
682,What Planet Are You From?,6.291601999999999,Sony / Columbia,R,107,60.0,March,2000,270.9103615,39.001187,98.77122666666666,0.0
683,The Way of the Gun,6.055661,Artisan,R,119,8.5,September,2000,55.3394885,0.0,0.0,0.0
684,Where the Money Is,5.661798,USA Films,PG-13,89,28.0,April,2000,23.583875000000003,0.0,26.276157000000005,0.0
685,The In Crowd,5.280035,Warner Bros.,PG-13,105,24.0,July,2000,0.0,0.0,24.663764249999996,0.0
686,Black and White,5.277299,Sony / Columbia,R,99,12.0,April,2000,202.08893024242425,0.0,0.0,0.0
687,Gossip,5.10882,Warner Bros.,R,90,24.0,April,2000,7.058578,0.0,59.184727666666674,0.0
688,Woman on Top,5.020111,Fox Searchlight,R,92,8.0,September,2000,0.0,0.0,0.0,0.0
689,The Virgin Suicides,4.906229,Paramount Classics,R,97,9.0,April,2000,114.26124975000002,0.0,34.792362999999995,0.0
690,Duets,4.739023,Buena Vista,R,112,21.0,September,2000,192.841047,0.0,0.0,0.0
691,Price of Glory,3.440228,New Line,PG-13,117,18.0,March,2000,0.0,0.0,0.0,0.0
692,The Big Kahuna,3.1655439999999997,Lions Gate,R,90,7.0,April,2000,85.5276113,0.0,0.0,0.0
693,Beautiful,3.157348,Destination,PG-13,112,14.0,September,2000,0.0,0.0,24.11032825,0.0
694,Isn't She Great,2.9624650000000003,Universal,R,96,44.0,January,2000,4.398989,0.0,71.72989142857143,0.0
695,Gun Shy,1.638202,Buena Vista,R,102,14.0,February,2000,247.96095846666668,0.0,0.0,0.0
696,Turn It Up,1.247949,New Line,R,87,13.0,September,2000,0.0,0.0,0.0,0.0
697,The Yards,0.889352,Miramax,R,115,24.0,October,2000,110.35226933333334,0.0,0.0,0.0
698,Love's Labour's Lost,0.299792,Miramax,PG,93,13.0,June,2000,104.23611890000001,16.421263333333332,0.0,0.0
699,Under Suspicion,0.260562,Lions Gate,R,110,25.0,September,2000,87.4518946,69.11762900000001,0.0,0.0
700,An Everlasting Piece,0.075228,DreamWorks,R,103,14.0,December,2000,16.07199,41.27278966666666,62.17854249999999,0.0
701,The Boondock Saints,0.030470999999999998,Indican,R,110,6.0,January,2000,51.7317948,0.0,9.6484565,0.0
702,Harry Potter and the Sorcerer's Stone,317.57555,Warner Bros.,PG,153,125.0,November,2001,0.0,122.85225533333333,77.9274305,0.0
703,The Lord of the Rings: The Fellowship of the Ring,313.36411400000003,New Line,PG-13,178,93.0,December,2001,387.26179441666665,0.0,0.0,0.0
704,Shrek,267.665011,DreamWorks,PG,90,60.0,May,2001,298.38876806666667,0.0,86.370498,0.0
705,"Monsters, Inc.",255.87325,Buena Vista,G,90,115.0,November,2001,74.29915383333334,296.715921,162.798565,0.0
706,Rush Hour 2,226.16428599999998,New Line,PG-13,90,90.0,August,2001,319.35204799999997,108.4900845,313.0524216156863,0.0
707,The Mummy Returns,202.019785,Universal,PG-13,130,98.0,May,2001,212.29763416666665,155.38548799999998,0.0,0.0
708,Pearl Harbor,198.542554,Buena Vista,PG-13,183,140.0,May,2001,372.2550066666666,133.81823899999998,313.104646625,59.661526
709,Ocean's Eleven,183.41715,Warner Bros.,PG-13,116,85.0,December,2001,382.85211845000003,64.399934,0.0,0.0
710,Jurassic Park III,181.171875,Universal,PG-13,92,93.0,July,2001,120.167357375,66.51152450000001,423.7191674920635,0.0
711,Planet of the Apes (2001),180.01174,Fox,PG-13,119,100.0,July,2001,275.58994796666667,53.4794795,79.9806495,0.0
712,A Beautiful Mind,170.74234099999998,Universal,PG-13,136,58.0,December,2001,181.1407565,141.238361,194.32321018181818,0.0
713,Hannibal,165.092268,MGM,R,131,87.0,February,2001,175.78949948214287,187.70542700000001,19.404704000000002,0.0
714,American Pie 2,145.10359499999998,Universal,R,104,30.0,August,2001,42.66173766666666,0.0,144.54694233333333,0.0
715,The Fast and the Furious,144.533925,Universal,PG-13,106,38.0,June,2001,141.35314233333332,35.04612,76.5832692857143,0.0
716,Lara Croft: Tomb Raider,131.16807,Paramount,PG-13,100,115.0,June,2001,163.68523266666665,101.9117125,207.0446385,0.0
717,Dr. Dolittle 2,112.952899,Fox,PG,87,70.0,June,2001,78.8928864,57.328603,28.8154496,0.0
718,Spy Kids,112.719001,Miramax,PG,88,35.0,March,2001,43.1157638,33.0599685,25.836616,0.0
719,Black Hawk Down,108.638745,Sony (Revolution),R,144,92.0,December,2001,286.1763855,187.70542700000001,130.931168625,59.661526
720,The Princess Diaries,108.248956,Buena Vista,G,114,26.0,August,2001,0.0,90.032568,90.032568,0.0
721,Vanilla Sky,100.618344,Paramount,R,135,68.0,December,2001,297.6740923666667,93.243721,264.77944533333334,0.0
722,The Others,96.522687,Miramax,PG-13,101,17.0,August,2001,81.91720925,0.0,264.77944533333334,0.0
723,Legally Blonde,96.520674,MGM,PG-13,96,18.0,July,2001,109.02424691666667,0.0,0.0,0.0
724,America's Sweethearts,93.60767299999999,Sony (Revolution),PG-13,102,46.0,July,2001,303.3660043690477,0.0,0.0,0.0
725,Cats & Dogs,93.385515,Warner Bros.,PG,87,60.0,July,2001,0.0,0.0,35.9322186,0.0
726,Atlantis: The Lost Empire,84.056472,Buena Vista,PG,95,120.0,June,2001,0.0,0.0,162.04011549999998,0.0
727,Jimmy Neutron: Boy Genius,80.93623199999999,Paramount,G,82,30.0,December,2001,0.0,0.0,0.0,0.0
728,A.I. Artificial Intelligence,78.61668900000001,Warner Bros.,PG-13,145,100.0,June,2001,189.11982708333335,188.5981488,326.0294184920635,0.0
729,Along Came a Spider,74.078174,Paramount,R,103,60.0,April,2001,52.03071766666667,0.0,0.0,0.0
730,Bridget Jones's Diary,71.54342700000001,Miramax,R,97,25.0,April,2001,228.55209974999997,0.0,90.43434470000001,0.0
731,Scary Movie 2,71.30899699999999,Miramax,R,83,45.0,July,2001,557.179541,157.019771,80.879397,0.0
732,The Score,71.107711,Paramount,R,123,68.0,July,2001,142.60198425,65.120852,0.0,0.0
733,Shallow Hal,70.839203,Fox,PG-13,113,40.0,November,2001,83.14172983333333,131.41034133333335,262.8206826666667,0.0
734,Swordfish,69.77296899999999,Warner Bros.,R,99,102.0,June,2001,412.260109,101.64857099999999,170.15875305,0.0
735,The Mexican,66.845033,DreamWorks,R,123,57.0,March,2001,196.70622025,61.917389,43.287366,0.0
736,Down to Earth,64.186502,Paramount,PG-13,87,49.0,February,2001,62.08918233333333,102.561004,0.0,0.0
737,Spy Game,62.362559999999995,Universal,R,126,115.0,November,2001,56.16079825,111.54983600000001,178.916432,0.0
738,The Wedding Planner,60.400856000000005,Sony / Columbia,PG-13,104,35.0,January,2001,121.15353649999999,0.0,0.0,0.0
739,Behind Enemy Lines,58.856790000000004,Fox,PG-13,108,40.0,November,2001,49.63624066666667,0.0,28.8154496,0.0
740,Ali,58.20310500000001,Sony / Columbia,R,156,107.0,December,2001,419.66968783333334,29.089911999999998,203.7291145,0.0
741,The Animal,57.743062,Sony (Revolution),PG-13,83,47.0,June,2001,87.90401033333335,0.0,209.53788195000004,0.0
742,Moulin Rouge!,57.386607,Fox,PG-13,127,50.0,May,2001,366.17584125,0.0,0.0,0.0
743,A Knight's Tale,56.569702,Sony / Columbia,PG-13,132,65.0,May,2001,105.13574799999999,81.52612099999999,0.0,0.0
744,Don't Say a Word,55.001642000000004,Fox,R,113,50.0,September,2001,105.47782600000001,0.0,167.2322111166667,0.0
745,Blow,52.990775,New Line,R,124,53.0,April,2001,49.40448083333333,0.0,42.68337588235294,0.0
746,The Royal Tenenbaums,52.36401,Buena Vista,R,109,21.0,December,2001,333.27865845,8.832644,203.32738805128204,0.0
747,Exit Wounds,51.758599,Warner Bros.,R,101,50.0,March,2001,21.468807,55.973335999999996,65.5839548,0.0
748,Enemy at the Gates,51.401758,Paramount,R,131,68.0,March,2001,319.2308693333333,0.0,0.0,59.661526
749,K-PAX,50.338485,Universal,PG-13,121,68.0,October,2001,59.41704485714286,0.0,83.23001875,0.0
750,Domestic Disturbance,45.246095000000004,Paramount,PG-13,89,75.0,November,2001,148.519426,0.0,0.0,0.0
751,Zoolander,45.17225,Paramount,PG-13,89,28.0,September,2001,219.84551736666668,60.240294999999996,51.014552384615385,0.0
752,Thirteen Ghosts,41.86796,Warner Bros.,R,91,42.0,October,2001,35.8137852,0.0,106.43003680000001,0.0
753,Bandits,41.575140999999995,MGM,PG-13,123,75.0,October,2001,214.97403236363635,30.973399249999996,75.29911893333333,0.0
754,Gosford Park,41.308615,USA Films,R,137,19.8,December,2001,41.180241,12.016792500000001,0.0,0.0
755,Heartbreakers,40.336607,MGM,PG-13,122,35.0,March,2001,118.3264355,0.0,75.31390393333334,0.0
756,Hardball,40.222729,Paramount,PG-13,106,32.0,September,2001,128.5121332,32.644248,226.29077533333333,0.0
757,Evolution,38.345494,DreamWorks,PG-13,102,80.0,June,2001,76.90682362499999,36.763355,142.082523,0.0
758,Not Another Teen Movie,38.252284,Sony / Columbia,R,89,15.0,December,2001,117.34855166666667,0.0,41.53714928571429,0.0
759,Jeepers Creepers,37.904175,United Artists,R,90,10.0,August,2001,71.583916,0.0,0.0,0.0
760,Kiss of the Dragon,36.845124,Fox,R,98,25.0,July,2001,93.2089695,0.0,7.2712235000000005,0.0
761,Recess: School's Out,36.706140999999995,Buena Vista,G,84,23.0,February,2001,0.0,0.0,0.0,0.0
762,Black Knight,33.426971,Fox,PG-13,95,50.0,November,2001,192.80254159999998,0.0,33.668996199999995,0.0
763,See Spot Run,33.357476,Warner Bros.,PG,94,35.0,March,2001,131.88068266666667,0.0,65.880897375,0.0
764,Amelie,33.225499,Miramax,R,122,10.0,November,2001,0.0,24.7671345,0.0,0.0
765,Driven,32.720065000000005,Warner Bros.,PG-13,117,94.0,April,2001,31.206480499999998,50.29057175,20.46247742857143,0.0
766,What's the Worst That Could Happen?,32.269834,MGM,PG-13,99,60.0,June,2001,126.90809843333332,0.0,48.42840733333333,0.0
767,Final Fantasy: The Spirits Within,32.13183,Sony / Columbia,PG-13,108,137.0,July,2001,0.0,0.0,0.0,0.0
768,From Hell,31.602565999999996,Fox,R,122,35.0,October,2001,55.243351833333335,0.0,61.92289066666666,0.0
769,How High,31.17874,Universal,R,93,20.0,December,2001,0.0,0.0,110.00115933333332,0.0
770,Jay and Silent Bob Strike Back,30.085146999999996,Miramax,R,104,22.0,August,2001,99.90847875,30.652890000000003,0.0,0.0
771,Baby Boy,28.734552,Sony / Columbia,R,129,16.0,June,2001,0.0,70.33425799999999,0.0,0.0
772,The Majestic,27.807266,Warner Bros.,PG,152,72.0,December,2001,125.89893220000002,82.5714215,136.801374,0.0
773,The Brothers,27.457409000000002,Sony / Screen Gems,R,102,6.0,March,2001,0.0,0.0,0.0,0.0
774,Someone Like You,27.343066999999998,Fox,PG-13,97,23.0,March,2001,324.3188302142857,0.0,89.52750066666668,0.0
775,Joe Dirt,27.087695,Sony / Columbia,PG-13,91,17.7,April,2001,99.32955700000001,0.0,275.41877932500006,0.0
776,The Musketeer,27.07364,Universal,PG-13,104,40.0,September,2001,0.0,66.889043,27.250736,0.0
777,Memento,25.544867,Newmarket,R,113,9.0,March,2001,100.07213200000001,0.0,0.0,0.0
778,Captain Corelli's Mandolin,25.543895000000003,Universal,R,129,57.0,August,2001,123.350370625,100.31779399999999,90.43434470000001,59.661526
779,15 Minutes,24.403551999999998,New Line,R,120,60.0,March,2001,288.6225411666667,0.0,0.889352,0.0
