,Name,Domestic Total Gross,Distributor,MPAA Rating,Runtime,Production Budget,Release Month,Release Year,Actor Trendy Score,Director Trendy Score,Producer Trendy Score,Genre Trendy Score
1653,Disaster Movie,14.190901,Lionsgate,PG-13,90,20.0,August,2008,54.304377,48.548426,109.473379,0.0
1654,Fly Me to the Moon,13.816982000000001,Summit Entertainment,G,87,25.0,August,2008,0.0,0.0,0.0,0.0
1655,Ghost Town,13.367624,Paramount (DreamWorks),PG-13,102,20.0,September,2008,215.6680665,48.0229,184.03787757719294,0.0
1656,Meet Dave,11.803253999999999,Fox,PG,90,60.0,July,2008,261.10753675,49.430220999999996,87.67630597826087,0.0
1657,Stop-Loss,10.915744,Paramount,R,113,25.0,March,2008,181.01402933333335,0.0,120.23463684615385,55.2379711
1658,The Express,9.793406,Universal,PG,129,40.0,October,2008,54.61022185714286,0.0,66.76305814285715,0.0
1659,Sex Drive,8.402485,Summit Entertainment,R,109,19.0,October,2008,205.3816124,0.0,0.0,0.0
1660,Cadillac Records,8.195551,Sony / Columbia,R,108,12.0,December,2008,318.10808886111107,0.0,0.0,0.0
1661,Punisher: War Zone,8.050977,Lionsgate,R,107,35.0,December,2008,51.882244,0.0,417.4052939619048,0.0
1662,Miracle at St. Anna,7.919117,Buena Vista,R,166,45.0,September,2008,128.910256,63.348142499999994,37.117328199999996,55.2379711
1663,City of Ember,7.873007,Fox,PG,95,55.0,October,2008,151.84953066666668,73.66101,176.13862110000002,0.0
1664,An American Carol,7.013191,Vivendi Entertainment,PG-13,83,20.0,October,2008,460.0561495,72.08814733333332,0.0,0.0
1665,The Rocker,6.409528,Fox,PG-13,102,15.0,August,2008,325.452016,0.0,0.0,0.0
1666,Run Fat Boy Run,6.003262,Picturehouse,PG-13,100,10.0,March,2008,226.92514549999999,0.0,0.0,0.0
1667,Mongol,5.705761,Picturehouse,R,120,18.0,June,2008,0.0,0.0,0.0,0.0
1668,Hamlet 2,4.886216,Focus Features,R,92,9.0,August,2008,19.985304,0.0,99.66081353333333,0.0
1669,College,4.694636,MGM,R,94,7.0,August,2008,0.0,0.0,0.0,0.0
1670,Charlie Bartlett,3.9516989999999996,MGM,R,97,12.0,February,2008,171.98440070454544,0.0,8.848009,0.0
1671,Blindness,3.351751,Miramax,R,118,25.0,October,2008,99.35928438095237,0.0,0.0,0.0
1672,"Synecdoche, New York",3.083538,Sony Classics,R,124,20.0,October,2008,151.6604875,0.0,81.626721,0.0
1673,How to Lose Friends and Alienate People,2.778752,MGM,R,110,28.0,October,2008,691.936139,0.0,0.0,0.0
1674,Redbelt,2.345941,Sony Classics,R,99,7.0,May,2008,143.36431766666666,23.510841,0.0,0.0
1675,Married Life,1.50799,Sony Classics,PG-13,90,12.0,March,2008,218.67580447857142,0.0,56.8774716,0.0
1676,The Last Mistress,0.785671,IFC,Unrated,109,6.0,June,2008,0.0,0.0,0.0,0.0
1677,Delgo,0.694782,Freestyle Releasing,PG,90,40.0,December,2008,224.0608696212121,0.0,0.0,0.0
1678,The Life Before Her Eyes,0.303439,Magnolia,R,90,13.0,April,2008,48.061723833333325,0.0,0.0,0.0
1679,Avatar,749.766139,Fox,PG-13,160,237.0,December,2009,364.40753125000003,0.0,161.28220199999998,0.0
1680,Transformers: Revenge of the Fallen,402.11187,Paramount (DreamWorks),PG-13,144,200.0,June,2009,549.1311804714286,173.054026,1132.8849905828756,0.0
1681,Harry Potter and the Half-Blood Prince,301.959197,Warner Bros.,PG,153,250.0,July,2009,954.4332862833332,292.004738,199.99462311111108,0.0
1682,The Twilight Saga: New Moon,296.623634,Summit Entertainment,PG-13,130,50.0,November,2009,684.5822761500001,58.559836,378.2051992777778,0.0
1683,Up,293.004164,Buena Vista,PG,96,175.0,May,2009,0.0,255.87325,233.55611949999994,0.0
1684,The Hangover,277.322503,Warner Bros.,R,96,35.0,June,2009,281.8693469166667,60.54347200000001,487.9126605,0.0
1685,Star Trek,257.73001899999997,Paramount,PG-13,126,150.0,May,2009,404.1394990333333,134.029801,164.36212566666669,0.0
1686,The Blind Side,255.959475,Warner Bros.,PG-13,126,29.0,November,2009,98.14166566666667,49.007516499999994,224.68811755555555,0.0
1687,Alvin and the Chipmunks: The Squeakquel,219.61461200000002,Fox,PG,88,75.0,December,2009,313.537581,37.286424,231.51688274074075,0.0
1688,Sherlock Holmes,209.028679,Warner Bros.,PG-13,134,90.0,December,2009,299.01401451492666,0.598645,226.94311104411764,0.0
1689,Monsters Vs. Aliens,198.351526,Paramount (DreamWorks),PG,94,175.0,March,2009,258.7966422833333,602.088155,41.074810500000005,0.0
1690,Ice Age: Dawn of the Dinosaurs,196.57370500000002,Fox,PG,87,90.0,July,2009,184.88102208333333,166.63934600000002,128.20001200000002,0.0
1691,X-Men Origins: Wolverine,179.883157,Fox,PG-13,107,150.0,May,2009,253.0189678333333,0.0,424.3616568920635,0.0
1692,Night at the Museum: Battle of the Smithsonian,177.243721,Fox,PG,105,150.0,May,2009,585.288885097619,81.33218174999999,187.72630949999999,0.0
1693,2012,166.112167,Sony / Columbia,PG-13,158,200.0,November,2009,264.94215618333334,140.7625,273.1490599,0.0
1694,The Proposal,163.958031,Buena Vista,PG-13,108,40.0,June,2009,249.43149466666662,71.0683875,0.0,0.0
1695,Fast and Furious,155.06426499999998,Universal,PG-13,99,85.0,April,2009,197.187221,0.0,146.14937925,0.0
1696,G.I. Joe: The Rise of Cobra,150.201498,Paramount,PG-13,118,175.0,August,2009,161.8109532738095,161.0984345,227.29770112234746,0.0
1697,Paul Blart: Mall Cop,146.336178,Sony / Columbia,PG,87,26.0,January,2009,149.7775555,78.01965799999999,231.38240698513934,0.0
1698,Taken,145.00098899999998,Fox,PG-13,93,25.0,January,2009,305.3294055,0.0,30.110405166666666,0.0
1699,A Christmas Carol (2009),137.855863,Buena Vista,PG,96,200.0,November,2009,511.04572482142856,122.52796850000001,0.0,0.0
1700,Angels & Demons,133.375846,Sony / Columbia,PG-13,140,150.0,May,2009,357.0512476190477,117.13760525,193.46396455555558,0.0
1701,Terminator Salvation,125.322469,Warner Bros.,PG-13,114,200.0,May,2009,390.73140815,93.662418,58.85323400000001,0.0
1702,Cloudy with a Chance of Meatballs,124.870275,Sony / Columbia,PG,81,100.0,September,2009,189.58489733333332,322.719944,0.0,0.0
1703,Inglourious Basterds,120.540719,Weinstein Company,R,152,70.0,August,2009,529.7357689642857,53.781708333333334,44.45744066666666,51.655115363636355
1704,G-Force,119.43677,Buena Vista,PG,90,150.0,July,2009,80.27764599999999,0.0,143.3083914,0.0
1705,District 9,115.646235,TriStar,R,113,30.0,August,2009,0.0,0.0,312.06533625000003,0.0
1706,It's Complicated,112.735375,Universal,R,118,85.0,December,2009,407.67953705555556,93.9767935,170.72176808333333,0.0
1707,Couples Retreat,109.204945,Universal,PG-13,107,70.0,October,2009,368.2275109583333,0.0,189.74444749999998,0.0
1708,Watchmen,107.509799,Warner Bros.,R,163,130.0,March,2009,275.51877048333336,134.817948,556.1969315952382,0.0
1709,The Princess and the Frog,104.400899,Buena Vista,G,95,105.0,November,2009,203.3783589,0.0,233.55611949999994,0.0
1710,Public Enemies,97.10462,Universal,R,143,100.0,July,2009,550.207847275,74.21975933333333,70.49386,0.0
1711,Julie & Julia,94.125426,Sony / Columbia,PG-13,123,40.0,August,2009,249.21799821666667,63.313159,123.87964587500002,0.0
1712,The Ugly Truth,88.915214,Sony / Columbia,R,96,38.0,July,2009,176.9465302142857,69.4208255,76.7580978125,0.0
1713,Up in the Air,83.82338100000001,Paramount,R,109,25.0,December,2009,339.4787584333334,84.144387,168.2714658,0.0
1714,Knowing,79.957634,Summit Entertainment,PG-13,122,50.0,March,2009,108.024827125,144.801023,349.3438895285715,0.0
1715,Where the Wild Things Are,77.233467,Warner Bros.,PG,94,100.0,October,2009,139.45462866666668,22.498520000000003,592.9025210416667,0.0
1716,Zombieland,75.59028599999999,Sony / Columbia,R,81,23.6,October,2009,209.94463625000003,0.0,94.02781932051283,0.0
1717,Coraline,75.286229,Focus Features,PG,100,60.0,February,2009,86.2901242857143,5.411999,0.0,0.0
1718,Law Abiding Citizen,73.357727,Overture Films,R,108,50.0,October,2009,168.70927357142858,62.970559333333334,0.0,0.0
1719,Obsessed,68.26164399999999,Sony / Screen Gems,PG-13,105,20.0,April,2009,117.94756316666667,0.0,55.2390775,0.0
1720,The Final Destination,66.4777,Warner Bros. (New Line),R,82,40.0,August,2009,0.0,33.012217,0.0,0.0
1721,The Taking of Pelham 1 2 3,65.452312,Sony / Columbia,R,121,100.0,June,2009,153.48603733333334,68.10431666666666,339.4589381824176,0.0
1722,Friday the 13th (2009),65.00201899999999,Warner Bros. (New Line),R,95,19.0,February,2009,0.0,45.401868,246.70359916666666,0.0
1723,The Time Traveler's Wife,63.414846,Warner Bros. (New Line),PG-13,108,39.0,August,2009,188.2719383333333,0.0,71.50061466666666,0.0
